기간	자치구	동	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원
2018	중랑구	면목7동	634	142	-	-	442	50	-	-	548	126	-	-	374	48	-	-
2018	중랑구	상봉1동	533	253	-	-	129	151	-	-	512	248	-	-	128	136	-	-
2018	중랑구	상봉2동	419	101	-	151	167	-	-	-	374	95	-	133	146	-	-	-
2018	중랑구	중화1동	611	179	-	-	282	150	-	-	531	158	-	-	230	143	-	-
2018	중랑구	중화2동	574	301	-	-	183	90	-	-	518	277	-	-	166	75	-	-
2018	중랑구	묵1동	1,172	251	-	39	668	214	-	-	998	220	-	35	551	192	-	-
2018	중랑구	묵2동	497	111	-	-	288	98	-	-	454	103	-	-	253	98	-	-
2018	중랑구	망우3동	566	94	-	-	443	29	-	-	491	92	-	-	376	23	-	-
2018	중랑구	신내1동	1,520	587	-	20	433	407	-	73	1,385	550	-	20	387	368	-	60
2018	중랑구	신내2동	675	75	-	66	164	271	-	99	576	69	-	66	124	226	-	91
2018	중랑구	면목본동	808	221	-	-	533	54	-	-	751	209	-	-	498	44	-	-
2018	중랑구	면목3.8동	861	265	-	-	545	51	-	-	677	227	-	-	406	44	-	-
2018	중랑구	망우본동	958	312	-	-	627	19	-	-	830	282	-	-	529	19	-	-
2018	성북구	소계	10,887	4,088	109	1,004	3,547	1,805	57	277	9,470	3,529	103	876	3,056	1,670	34	202
2018	성북구	돈암1동	276	-	-	67	150	59	-	-	248	-	-	48	143	57	-	-
2018	성북구	돈암2동	556	384	-	-	-	172	-	-	510	345	-	-	-	165	-	-
2018	성북구	안암동	403	234	-	-	-	24	-	145	290	169	-	-	-	15	-	106
2018	성북구	보문동	377	111	-	79	187	-	-	-	346	105	-	75	166	-	-	-
2018	성북구	정릉1동	518	164	-	-	296	58	-	-	485	150	-	-	292	43	-	-
2018	성북구	정릉2동	341	79	-	-	127	98	37	-	291	55	-	-	118	93	25	-
2018	성북구	정릉3동	493	253	-	240	-	-	-	-	408	199	-	209	-	-	-	-
2018	성북구	정릉4동	932	356	-	185	281	110	-	-	837	331	-	172	236	98	-	-
2018	성북구	길음1동	1,039	326	-	-	292	388	20	13	984	299	-	-	282	382	9	12
2018	성북구	길음2동	230	87	-	-	64	79	-	-	186	50	-	-	63	73	-	-
2018	성북구	월곡1동	869	278	79	139	180	193	-	-	735	262	78	93	129	173	-	-
2018	성북구	월곡2동	618	260	-	44	165	79	-	70	547	234	-	42	144	76	-	51
2018	성북구	장위1동	357	146	-	20	131	60	-	-	266	109	-	14	93	50	-	-
2018	성북구	장위2동	499	42	-	74	350	33	-	-	441	28	-	72	310	31	-	-
2018	성북구	장위3동	381	140	-	20	182	39	-	-	305	127	-	20	124	34	-	-
2018	성북구	성북동	231	161	30	-	27	13	-	-	211	151	25	-	23	12	-	-
2018	성북구	삼선동	412	248	-	-	75	40	-	49	363	216	-	-	75	39	-	33
2018	성북구	동선동	366	157	-	90	119	-	-	-	317	143	-	85	89	-	-	-
2018	성북구	종암동	1,275	426	-	46	590	213	-	-	1,094	352	-	46	498	198	-	-
2018	성북구	석관동	714	236	-	-	331	147	-	-	606	204	-	-	271	131	-	-
2018	강북구	소계	8,524	2,520	74	157	4,900	745	27	101	7,260	2,253	73	116	4,115	613	24	66
2018	강북구	번1동	589	72	-	-	433	35	-	49	370	63	-	-	257	32	-	18
2018	강북구	번2동	550	176	-	-	303	71	-	-	489	159	-	-	282	48	-	-
2018	강북구	번3동	426	61	74	-	213	78	-	-	406	57	73	-	205	71	-	-
2018	강북구	수유1동	870	109	-	-	749	12	-	-	748	101	-	-	636	11	-	-
2018	강북구	수유2동	700	82	-	-	543	75	-	-	635	81	-	-	502	52	-	-
2018	강북구	수유3동	517	49	-	49	367	-	-	52	440	30	-	42	320	-	-	48
2018	강북구	삼양동	833	419	-	70	246	98	-	-	672	358	-	47	186	81	-	-
2018	강북구	미아동	423	202	-	-	183	38	-	-	332	169	-	-	138	25	-	-
2018	강북구	송중동	782	353	-	-	414	15	-	-	629	297	-	-	319	13	-	-
2018	강북구	송천동	538	129	-	38	325	46	-	-	426	117	-	27	249	33	-	-
2018	강북구	삼각산동	1,162	357	-	-	543	262	-	-	1,088	343	-	-	513	232	-	-
2018	강북구	우이동	699	175	-	-	497	-	27	-	631	172	-	-	435	-	24	-
2018	강북구	인수동	435	336	-	-	84	15	-	-	394	306	-	-	73	15	-	-
2018	도봉구	소계	10,025	2,415	33	74	5,322	1,958	29	194	8,350	2,271	24	56	4,207	1,631	28	133
2018	도봉구	쌍문1동	632	79	-	-	498	55	-	-	485	78	-	-	361	46	-	-
2018	도봉구	쌍문2동	551	216	-	-	256	79	-	-	523	201	-	-	248	74	-	-
2018	도봉구	쌍문3동	611	99	-	-	443	69	-	-	528	95	-	-	385	48	-	-
2018	도봉구	쌍문4동	306	95	-	-	81	130	-	-	277	92	-	-	75	110	-	-
2018	도봉구	방학1동	899	228	-	47	438	92	-	94	676	192	-	35	277	84	-	88
2018	도봉구	방학2동	916	135	-	-	761	20	-	-	787	121	-	-	650	16	-	-
2018	도봉구	방학3동	774	222	-	-	175	348	29	-	598	208	-	-	127	235	28	-
2018	도봉구	창1동	660	172	-	-	247	241	-	-	568	168	-	-	201	199	-	-
2018	도봉구	창2동	1,024	213	-	-	647	164	-	-	861	204	-	-	525	132	-	-
2018	도봉구	창3동	620	79	33	27	443	38	-	-	478	79	24	21	316	38	-	-
2018	도봉구	창4동	665	290	-	-	131	244	-	-	591	282	-	-	89	220	-	-
2018	도봉구	창5동	710	152	-	-	359	199	-	-	669	146	-	-	346	177	-	-
2018	도봉구	도봉1동	677	149	-	-	509	19	-	-	519	131	-	-	374	14	-	-
2018	도봉구	도봉2동	980	286	-	-	334	260	-	100	790	274	-	-	233	238	-	45
2018	노원구	소계	13,493	4,376	188	-	3,636	4,903	30	360	11,689	3,977	168	-	3,042	4,213	27	262
2018	노원구	월계1동	639	204	-	-	279	156	-	-	592	193	-	-	250	149	-	-
2018	노원구	월계2동	529	298	-	-	-	231	-	-	466	267	-	-	-	199	-	-
2018	노원구	월계3동	828	211	-	-	-	617	-	-	746	210	-	-	-	536	-	-
2018	노원구	공릉2동	1,532	519	-	-	400	408	-	205	1,280	487	-	-	332	346	-	115
2018	노원구	하계1동	623	465	-	-	72	86	-	-	524	384	-	-	61	79	-	-
2018	노원구	하계2동	335	119	-	-	59	157	-	-	327	114	-	-	59	154	-	-
2018	노원구	중계본동	367	251	-	-	28	88	-	-	306	206	-	-	19	81	-	-
2018	노원구	중계1동	582	202	-	-	313	67	-	-	499	188	-	-	263	48	-	-
2018	노원구	중계4동	287	71	-	-	59	157	-	-	227	58	-	-	38	131	-	-
2018	노원구	상계1동	1,212	424	128	-	330	300	30	-	1,058	390	108	-	284	249	27	-
2018	노원구	상계2동	819	145	-	-	579	38	-	57	762	136	-	-	538	38	-	50
2018	노원구	상계5동	577	95	-	-	415	67	-	-	440	90	-	-	306	44	-	-
2018	노원구	상계8동	868	232	-	-	38	549	-	49	786	222	-	-	35	481	-	48
2018	노원구	상계9동	539	119	-	-	-	420	-	-	431	105	-	-	-	326	-	-
2018	노원구	상계10동	384	96	-	-	-	288	-	-	343	90	-	-	-	253	-	-
2018	노원구	상계3.4동	963	338	20	-	491	114	-	-	695	294	20	-	301	80	-	-
2018	노원구	상계6.7동	815	130	-	-	163	473	-	49	719	127	-	-	153	390	-	49
2018	노원구	중계2.3동	749	266	40	-	-	443	-	-	670	239	40	-	-	391	-	-
2018	노원구	공릉1동	845	191	-	-	410	244	-	-	818	177	-	-	403	238	-	-
2018	은평구	소계	13,932	2,788	99	232	9,358	1,308	39	108	11,719	2,579	63	195	7,730	1,054	32	66
2018	은평구	녹번동	1,228	331	-	80	667	76	-	74	1,105	309	-	70	613	58	-	55
2018	은평구	불광1동	1,045	243	-	-	596	172	-	34	846	226	-	-	443	166	-	11
2018	은평구	갈현1동	680	69	-	52	523	36	-	-	569	69	-	40	434	26	-	-
2018	은평구	갈현2동	864	65	-	-	703	57	39	-	744	59	-	-	605	48	32	-
2018	은평구	구산동	978	169	-	20	709	80	-	-	696	135	-	18	486	57	-	-
2018	은평구	대조동	900	99	99	40	609	53	-	-	762	93	63	33	534	39	-	-
2018	은평구	응암1동	1,020	143	-	-	857	20	-	-	879	128	-	-	744	7	-	-
2018	은평구	응암2동	856	351	-	-	389	116	-	-	775	329	-	-	334	112	-	-
2018	은평구	신사1동	871	49	-	-	745	77	-	-	728	47	-	-	619	62	-	-
2018	은평구	신사2동	586	80	-	-	448	58	-	-	527	77	-	-	411	39	-	-
2018	은평구	증산동	450	99	-	-	163	188	-	-	351	91	-	-	115	145	-	-
2018	은평구	수색동	53	-	-	-	-	53	-	-	32	-	-	-	-	32	-	-
2018	은평구	진관동	1,697	470	-	-	1,088	139	-	-	1,397	447	-	-	832	118	-	-
2018	은평구	불광2동	563	163	-	-	343	57	-	-	448	155	-	-	244	49	-	-
2018	은평구	응암3동	695	111	-	-	584	-	-	-	570	84	-	-	486	-	-	-
2018	은평구	역촌동	1,446	346	-	40	934	126	-	-	1,290	330	-	34	830	96	-	-
2018	서대문구	소계	7,113	2,931	-	156	2,623	859	20	524	6,346	2,702	-	111	2,281	819	16	417
2018	서대문구	천연동	514	116	-	-	366	32	-	-	451	109	-	-	314	28	-	-
2018	서대문구	홍제1동	544	253	-	-	186	105	-	-	501	228	-	-	181	92	-	-
2018	서대문구	홍제3동	485	287	-	-	139	59	-	-	458	277	-	-	126	55	-	-
2018	서대문구	홍제2동	421	195	-	74	75	77	-	-	341	177	-	39	54	71	-	-
2018	서대문구	홍은1동	467	197	-	-	193	77	-	-	369	172	-	-	121	76	-	-
2018	서대문구	홍은2동	360	85	-	-	225	50	-	-	275	82	-	-	144	49	-	-
2018	서대문구	남가좌1동	381	252	-	-	32	97	-	-	371	242	-	-	32	97	-	-
2018	서대문구	남가좌2동	552	159	-	-	247	146	-	-	544	153	-	-	245	146	-	-
2018	서대문구	북가좌1동	441	330	-	-	-	111	-	-	433	322	-	-	-	111	-	-
2018	서대문구	북가좌2동	587	167	-	-	352	68	-	-	544	163	-	-	320	61	-	-
2018	서대문구	충현동	436	40	-	30	257	19	-	90	402	32	-	23	249	17	-	81
2018	서대문구	북아현동	716	457	-	-	259	-	-	-	643	424	-	-	219	-	-	-
2018	서대문구	신촌동	495	88	-	52	-	-	-	355	382	59	-	49	-	-	-	274
2018	서대문구	연희동	714	305	-	-	292	18	20	79	632	262	-	-	276	16	16	62
2018	마포구	소계	9,335	4,354	-	227	2,497	1,389	153	715	8,224	3,819	-	179	2,259	1,311	145	511
2018	마포구	용강동	438	246	-	49	44	99	-	-	405	227	-	37	43	98	-	-
2018	마포구	대흥동	208	208	-	-	-	-	-	-	165	165	-	-	-	-	-	-
2018	마포구	염리동	310	138	-	60	92	20	-	-	229	110	-	32	70	17	-	-
2018	마포구	신수동	456	275	-	-	103	78	-	-	446	274	-	-	100	72	-	-
2018	마포구	서교동	352	315	-	-	-	37	-	-	325	289	-	-	-	36	-	-
2018	마포구	합정동	420	243	-	-	-	90	38	49	357	218	-	-	-	83	36	20
2018	마포구	망원1동	531	191	-	-	223	117	-	-	501	174	-	-	215	112	-	-
2018	마포구	망원2동	564	126	-	-	320	118	-	-	528	114	-	-	299	115	-	-
2018	마포구	연남동	447	75	-	-	313	59	-	-	368	61	-	-	248	59	-	-
2018	마포구	성산1동	257	49	-	-	93	39	76	-	237	48	-	-	77	38	74	-
2018	마포구	성산2동	1,249	380	-	40	446	236	39	108	1,125	335	-	38	386	229	35	102
2018	마포구	상암동	1,285	554	-	29	211	78	-	413	1,090	501	-	28	182	74	-	305
2018	마포구	도화동	498	252	-	-	-	171	-	75	429	238	-	-	-	159	-	32
2018	마포구	서강동	723	414	-	49	240	20	-	-	649	348	-	44	237	20	-	-
2018	마포구	공덕동	753	427	-	-	196	130	-	-	654	355	-	-	192	107	-	-
2018	마포구	아현동	844	461	-	-	216	97	-	70	716	362	-	-	210	92	-	52
2018	양천구	소계	12,529	4,618	-	63	4,701	2,815	16	316	10,853	3,984	-	53	4,048	2,491	16	261
2018	양천구	목1동	356	149	-	-	49	113	-	45	312	133	-	-	35	111	-	33
2018	양천구	목2동	883	275	-	-	425	183	-	-	721	166	-	-	377	178	-	-
2018	양천구	목3동	520	191	-	43	188	98	-	-	470	163	-	37	186	84	-	-
2018	양천구	목4동	665	262	-	-	331	72	-	-	572	215	-	-	290	67	-	-
2018	양천구	신월1동	928	272	-	-	513	143	-	-	824	248	-	-	455	121	-	-
2018	양천구	신월2동	879	229	-	-	330	320	-	-	788	209	-	-	297	282	-	-
2018	양천구	신월3동	507	182	-	-	183	85	-	57	418	170	-	-	119	74	-	55
2018	양천구	신월4동	760	200	-	-	300	260	-	-	637	189	-	-	235	213	-	-
2018	양천구	신월5동	508	224	-	-	159	93	16	16	460	205	-	-	145	85	16	9
2018	양천구	신월6동	311	58	-	-	202	51	-	-	274	52	-	-	175	47	-	-
2018	양천구	신월7동	868	183	-	-	584	101	-	-	729	165	-	-	494	70	-	-
2018	양천구	신정1동	298	175	-	-	31	92	-	-	288	169	-	-	28	91	-	-
2018	양천구	신정2동	432	164	-	-	121	147	-	-	409	159	-	-	116	134	-	-
2018	양천구	신정3동	1,486	808	-	-	256	422	-	-	1,246	688	-	-	220	338	-	-
2018	양천구	신정6동	485	69	-	-	206	97	-	113	421	63	-	-	184	85	-	89
2018	양천구	신정7동	816	485	-	-	74	221	-	36	686	401	-	-	45	210	-	30
2018	양천구	목5동	697	268	-	-	167	213	-	49	649	241	-	-	162	201	-	45
2018	양천구	신정4동	1,130	424	-	20	582	104	-	-	949	348	-	16	485	100	-	-
2018	강서구	소계	17,967	4,330	272	119	8,372	3,753	103	1,018	15,583	3,952	259	116	7,196	3,347	66	647
2018	강서구	염창동	1,360	252	-	-	660	329	-	119	1,194	235	-	-	559	319	-	81
2018	강서구	등촌1동	524	124	-	-	124	128	-	148	491	109	-	-	122	127	-	133
2018	강서구	등촌2동	435	92	-	-	241	58	44	-	352	72	-	-	205	56	19	-
2018	강서구	등촌3동	979	494	-	-	344	141	-	-	739	402	-	-	204	133	-	-
2018	강서구	화곡본동	1,471	171	-	59	1,045	157	39	-	1,249	166	-	56	875	120	32	-
2018	강서구	화곡2동	693	141	-	60	426	66	-	-	624	141	-	60	359	64	-	-
2018	강서구	화곡3동	541	111	-	-	189	127	-	114	399	99	-	-	179	121	-	-
2018	강서구	화곡4동	776	79	-	-	626	71	-	-	647	71	-	-	525	51	-	-
2018	강서구	화곡6동	817	120	-	-	547	89	-	61	649	100	-	-	464	46	-	39
2018	강서구	화곡8동	799	114	-	-	394	291	-	-	643	103	-	-	343	197	-	-
2018	강서구	가양1동	943	121	-	-	135	215	-	472	758	118	-	-	100	212	-	328
2018	강서구	가양2동	373	246	-	-	96	31	-	-	292	184	-	-	78	30	-	-
2018	강서구	가양3동	371	95	-	-	144	132	-	-	326	84	-	-	125	117	-	-
2018	강서구	발산1동	1,449	356	99	-	574	400	20	-	1,336	335	96	-	514	376	15	-
2018	강서구	공항동	1,044	440	173	-	40	306	-	85	950	419	163	-	35	285	-	48
2018	강서구	방화1동	1,628	632	-	-	534	462	-	-	1,526	600	-	-	486	440	-	-
2018	강서구	방화2동	635	116	-	-	389	130	-	-	581	114	-	-	350	117	-	-
2018	강서구	방화3동	715	172	-	-	446	97	-	-	647	167	-	-	389	91	-	-
2018	강서구	화곡1동	1,232	183	-	-	946	103	-	-	1,116	172	-	-	849	95	-	-
2018	강서구	우장산동	1,182	271	-	-	472	420	-	19	1,064	261	-	-	435	350	-	18
2018	구로구	소계	13,352	4,045	311	493	5,242	2,618	117	526	11,886	3,697	279	411	4,675	2,395	107	322
2018	구로구	신도림동	973	183	-	-	452	338	-	-	946	181	-	-	434	331	-	-
2018	구로구	구로1동	807	255	-	63	27	375	-	87	666	204	-	63	27	330	-	42
2018	구로구	구로3동	862	339	-	153	91	181	-	98	747	323	-	130	77	155	-	62
2018	구로구	구로4동	663	312	-	-	129	222	-	-	625	305	-	-	123	197	-	-
2018	구로구	구로5동	966	219	-	138	436	173	-	-	915	215	-	121	409	170	-	-
2018	구로구	고척1동	796	101	146	-	443	106	-	-	722	100	137	-	379	106	-	-
2018	구로구	고척2동	1,028	151	86	60	598	133	-	-	840	101	72	36	500	131	-	-
2018	구로구	개봉2동	944	268	-	-	408	268	-	-	882	252	-	-	381	249	-	-
2018	구로구	개봉3동	723	181	-	-	484	58	-	-	680	175	-	-	451	54	-	-
2018	구로구	오류1동	776	299	-	-	256	74	19	128	632	250	-	-	221	71	19	71
2018	구로구	오류2동	1,667	975	-	-	259	340	39	54	1,524	872	-	-	240	322	36	54
2018	구로구	수궁동	813	199	-	-	473	82	59	-	740	198	-	-	418	72	52	-
2018	구로구	가리봉동	262	112	-	58	92	-	-	-	230	105	-	44	81	-	-	-
2018	구로구	구로2동	1,085	232	-	-	608	86	-	159	902	203	-	-	546	60	-	93
2018	구로구	개봉1동	987	219	79	21	486	182	-	-	835	213	70	17	388	147	-	-
2018	금천구	소계	7,982	2,661	223	649	3,117	887	14	431	6,722	2,357	220	549	2,495	778	8	315
2018	금천구	가산동	942	194	-	220	242	18	-	268	769	175	-	199	194	-	-	201
2018	금천구	독산1동	974	532	-	59	98	187	-	98	903	502	-	52	95	181	-	73
2018	금천구	독산2동	940	273	-	-	561	106	-	-	742	231	-	-	418	93	-	-
2018	금천구	독산3동	658	173	-	49	386	50	-	-	586	153	-	43	356	34	-	-
2018	금천구	독산4동	651	286	-	-	348	17	-	-	530	225	-	-	294	11	-	-
2018	금천구	시흥1동	897	248	-	76	273	235	-	65	796	237	-	68	227	223	-	41
