기간	자치구	동	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원
2015	성동구	사근동	156	125	-	-	-	31	-	-	110	81	-	-	-	29	-	-
2015	성동구	행당1동	508	235	-	-	65	78	-	130	441	209	-	-	46	74	-	112
2015	성동구	행당2동	664	277	-	-	159	228	-	-	551	210	-	-	123	218	-	-
2015	성동구	응봉동	331	119	-	79	60	73	-	-	289	107	-	64	46	72	-	-
2015	성동구	금호1가동	616	341	-	79	80	116	-	-	522	296	-	69	58	99	-	-
2015	성동구	금호4가동	371	113	-	-	122	136	-	-	331	93	-	-	105	133	-	-
2015	성동구	성수1가1동	351	206	-	44	101	-	-	-	306	187	-	33	86	-	-	-
2015	성동구	성수1가2동	509	113	-	-	299	97	-	-	451	107	-	-	256	88	-	-
2015	성동구	성수2가1동	351	88	-	-	199	37	-	27	323	77	-	-	195	26	-	25
2015	성동구	성수2가3동	456	99	-	-	169	40	-	148	379	93	-	-	148	38	-	100
2015	성동구	송정동	364	194	-	-	151	19	-	-	175	78	-	-	79	18	-	-
2015	성동구	용답동	579	264	-	-	280	35	-	-	516	241	-	-	255	20	-	-
2015	성동구	왕십리도선동	663	392	-	-	133	138	-	-	528	288	-	-	107	133	-	-
2015	성동구	금호2.3가동	626	407	-	-	160	59	-	-	530	338	-	-	134	58	-	-
2015	성동구	옥수동	684	488	-	-	23	173	-	-	564	383	-	-	11	170	-	-
2015	광진구	소계	9,386	2,035	-	147	5,547	1,440	85	132	8,134	1,843	-	70	4,767	1,286	71	97
2015	광진구	화양동	414	120	-	-	294	-	-	-	371	111	-	-	260	-	-	-
2015	광진구	군자동	711	99	-	98	413	70	-	31	545	88	-	36	363	49	-	9
2015	광진구	중곡1동	242	85	-	-	141	16	-	-	193	82	-	-	96	15	-	-
2015	광진구	중곡2동	595	139	-	-	397	59	-	-	546	128	-	-	360	58	-	-
2015	광진구	중곡3동	938	266	-	-	652	20	-	-	747	208	-	-	539	-	-	-
2015	광진구	중곡4동	947	171	-	-	571	169	36	-	860	168	-	-	516	142	34	-
2015	광진구	능동	191	130	-	-	21	40	-	-	171	113	-	-	21	37	-	-
2015	광진구	구의1동	602	86	-	-	496	20	-	-	525	68	-	-	437	20	-	-
2015	광진구	구의2동	710	59	-	-	501	101	49	-	623	59	-	-	440	87	37	-
2015	광진구	구의3동	613	175	-	-	224	214	-	-	545	165	-	-	173	207	-	-
2015	광진구	광장동	607	99	-	20	106	333	-	49	557	92	-	19	101	303	-	42
2015	광진구	자양1동	731	96	-	29	498	56	-	52	627	86	-	15	435	45	-	46
2015	광진구	자양2동	619	156	-	-	330	133	-	-	545	130	-	-	291	124	-	-
2015	광진구	자양3동	797	199	-	-	443	155	-	-	705	198	-	-	360	147	-	-
2015	광진구	자양4동	669	155	-	-	460	54	-	-	574	147	-	-	375	52	-	-
2015	동대문구	소계	9,762	2,812	-	204	4,416	2,053	-	277	8,444	2,506	-	171	3,701	1,855	-	211
2015	동대문구	회기동	266	83	-	-	93	54	-	36	194	77	-	-	49	49	-	19
2015	동대문구	휘경1동	380	49	-	-	252	79	-	-	286	28	-	-	190	68	-	-
2015	동대문구	휘경2동	768	99	-	99	304	231	-	35	635	89	-	88	229	204	-	25
2015	동대문구	청량리동	505	194	-	-	152	120	-	39	456	175	-	-	135	107	-	39
2015	동대문구	용신동	746	204	-	-	372	77	-	93	693	192	-	-	350	70	-	81
2015	동대문구	제기동	649	257	-	-	233	159	-	-	554	228	-	-	184	142	-	-
2015	동대문구	전농1동	642	142	-	49	374	77	-	-	557	120	-	34	327	76	-	-
2015	동대문구	전농2동	423	144	-	-	127	152	-	-	368	135	-	-	107	126	-	-
2015	동대문구	답십리1동	838	435	-	-	312	91	-	-	725	355	-	-	281	89	-	-
2015	동대문구	답십리2동	1,020	109	-	56	639	216	-	-	865	99	-	49	529	188	-	-
2015	동대문구	장안1동	1,332	559	-	-	449	275	-	49	1,215	514	-	-	413	264	-	24
2015	동대문구	장안2동	948	345	-	-	385	218	-	-	877	321	-	-	352	204	-	-
2015	동대문구	이문1동	547	90	-	-	317	115	-	25	466	87	-	-	244	112	-	23
2015	동대문구	이문2동	698	102	-	-	407	189	-	-	553	86	-	-	311	156	-	-
2015	중랑구	소계	12,064	2,797	114	276	6,649	2,070	-	158	10,565	2,515	91	247	5,689	1,882	-	141
2015	중랑구	면목2동	835	99	-	-	647	89	-	-	717	87	-	-	549	81	-	-
2015	중랑구	면목4동	619	207	-	-	354	58	-	-	546	184	-	-	317	45	-	-
2015	중랑구	면목5동	582	91	-	-	471	20	-	-	381	80	-	-	301	-	-	-
2015	중랑구	면목7동	639	142	-	-	448	49	-	-	534	115	-	-	371	48	-	-
2015	중랑구	상봉1동	656	213	-	-	240	203	-	-	603	201	-	-	211	191	-	-
2015	중랑구	상봉2동	439	101	-	151	167	20	-	-	385	96	-	130	151	8	-	-
2015	중랑구	중화1동	646	159	-	-	318	169	-	-	570	118	-	-	289	163	-	-
2015	중랑구	중화2동	574	301	-	-	183	90	-	-	501	269	-	-	156	76	-	-
2015	중랑구	묵1동	995	211	-	39	531	214	-	-	888	188	-	32	469	199	-	-
2015	중랑구	묵2동	517	91	-	-	288	138	-	-	479	85	-	-	258	136	-	-
2015	중랑구	망우3동	604	94	-	-	476	34	-	-	513	85	-	-	401	27	-	-
2015	중랑구	신내1동	1,466	312	114	20	510	437	-	73	1,381	298	91	19	497	420	-	56
2015	중랑구	신내2동	758	41	-	66	164	402	-	85	689	37	-	66	151	350	-	85
2015	중랑구	면목본동	873	221	-	-	598	54	-	-	785	197	-	-	540	48	-	-
2015	중랑구	면목3.8동	902	254	-	-	595	53	-	-	701	232	-	-	418	51	-	-
2015	중랑구	망우본동	959	260	-	-	659	40	-	-	892	243	-	-	610	39	-	-
2015	성북구	소계	12,493	3,336	190	1,136	4,796	2,853	37	145	10,764	2,787	151	1,020	4,124	2,541	26	115
2015	성북구	돈암1동	343	-	-	67	204	72	-	-	282	-	-	57	160	65	-	-
2015	성북구	돈암2동	546	275	-	-	39	232	-	-	471	209	-	-	39	223	-	-
2015	성북구	안암동	359	204	-	-	35	24	-	96	245	128	-	-	30	15	-	72
2015	성북구	보문동	300	111	-	79	110	-	-	-	256	98	-	72	86	-	-	-
2015	성북구	정릉1동	616	104	-	-	393	119	-	-	544	97	-	-	341	106	-	-
2015	성북구	정릉2동	392	91	-	-	106	158	37	-	292	46	-	-	98	122	26	-
2015	성북구	정릉3동	566	253	-	313	-	-	-	-	492	229	-	263	-	-	-	-
2015	성북구	정릉4동	1,001	243	-	185	368	205	-	-	908	222	-	175	331	180	-	-
2015	성북구	길음1동	1,275	296	-	-	325	654	-	-	1,158	284	-	-	307	567	-	-
2015	성북구	길음2동	340	87	-	-	154	99	-	-	250	54	-	-	97	99	-	-
2015	성북구	월곡1동	1,019	214	79	159	314	253	-	-	816	112	74	135	259	236	-	-
2015	성북구	월곡2동	615	229	-	44	205	137	-	-	568	222	-	41	181	124	-	-
2015	성북구	장위1동	595	81	-	59	399	56	-	-	482	68	-	53	325	36	-	-
2015	성북구	장위2동	636	42	-	74	487	33	-	-	565	35	-	74	430	26	-	-
2015	성북구	장위3동	513	120	72	20	167	134	-	-	448	114	52	16	142	124	-	-
2015	성북구	성북동	240	161	39	-	27	13	-	-	213	155	25	-	21	12	-	-
2015	성북구	삼선동	546	203	-	-	194	100	-	49	475	185	-	-	165	82	-	43
2015	성북구	동선동	405	157	-	90	158	-	-	-	375	147	-	88	140	-	-	-
2015	성북구	종암동	1,409	310	-	46	715	338	-	-	1,239	252	-	46	626	315	-	-
2015	성북구	석관동	777	155	-	-	396	226	-	-	685	130	-	-	346	209	-	-
2015	강북구	소계	9,309	1,781	74	196	5,852	1,327	27	52	8,227	1,655	66	173	5,140	1,121	27	45
2015	강북구	번1동	621	72	-	-	464	85	-	-	439	67	-	-	302	70	-	-
2015	강북구	번2동	581	179	-	-	329	73	-	-	511	157	-	-	289	65	-	-
2015	강북구	번3동	458	41	74	-	227	116	-	-	430	41	66	-	215	108	-	-
2015	강북구	수유1동	909	109	-	-	788	12	-	-	866	94	-	-	763	9	-	-
2015	강북구	수유2동	798	62	-	-	601	135	-	-	713	61	-	-	565	87	-	-
2015	강북구	수유3동	532	49	-	49	367	15	-	52	491	41	-	38	352	15	-	45
2015	강북구	삼양동	882	305	-	70	359	148	-	-	803	272	-	66	329	136	-	-
2015	강북구	미아동	453	163	-	-	250	40	-	-	383	150	-	-	203	30	-	-
2015	강북구	송중동	854	206	-	-	540	108	-	-	670	197	-	-	409	64	-	-
2015	강북구	송천동	729	84	-	38	550	57	-	-	589	75	-	36	438	40	-	-
2015	강북구	삼각산동	1,226	157	-	-	546	523	-	-	1,170	157	-	-	530	483	-	-
2015	강북구	우이동	742	101	-	-	614	-	27	-	677	100	-	-	550	-	27	-
2015	강북구	인수동	524	253	-	39	217	15	-	-	485	243	-	33	195	14	-	-
2015	도봉구	소계	10,827	1,787	33	74	5,991	2,853	19	70	9,155	1,670	21	67	4,967	2,344	18	68
2015	도봉구	쌍문1동	682	79	-	-	528	75	-	-	622	76	-	-	481	65	-	-
2015	도봉구	쌍문2동	609	116	-	-	372	121	-	-	522	91	-	-	325	106	-	-
2015	도봉구	쌍문3동	639	99	-	-	471	69	-	-	544	98	-	-	394	52	-	-
2015	도봉구	쌍문4동	371	-	-	-	81	290	-	-	305	-	-	-	78	227	-	-
2015	도봉구	방학1동	981	208	-	47	524	132	-	70	805	188	-	46	395	108	-	68
2015	도봉구	방학2동	920	135	-	-	765	20	-	-	792	126	-	-	647	19	-	-
2015	도봉구	방학3동	873	202	-	-	198	454	19	-	725	195	-	-	150	362	18	-
2015	도봉구	창1동	690	134	-	-	247	309	-	-	605	129	-	-	198	278	-	-
2015	도봉구	창2동	1,195	79	-	-	817	299	-	-	942	78	-	-	636	228	-	-
2015	도봉구	창3동	749	79	33	27	572	38	-	-	599	79	21	21	449	29	-	-
2015	도봉구	창4동	690	203	-	-	131	356	-	-	583	182	-	-	94	307	-	-
2015	도봉구	창5동	705	152	-	-	359	194	-	-	649	145	-	-	344	160	-	-
2015	도봉구	도봉1동	760	110	-	-	592	58	-	-	615	99	-	-	469	47	-	-
2015	도봉구	도봉2동	963	191	-	-	334	438	-	-	847	184	-	-	307	356	-	-
2015	노원구	소계	14,797	3,249	228	20	4,791	6,238	30	241	12,927	2,844	205	20	4,166	5,468	30	194
2015	노원구	월계1동	781	124	-	20	359	278	-	-	676	113	-	20	311	232	-	-
2015	노원구	월계2동	576	236	-	-	46	294	-	-	504	217	-	-	37	250	-	-
2015	노원구	월계3동	969	148	20	-	78	723	-	-	905	143	18	-	78	666	-	-
2015	노원구	공릉2동	1,439	393	-	-	539	421	-	86	1,307	366	-	-	492	397	-	52
2015	노원구	하계1동	679	338	20	-	209	112	-	-	604	308	15	-	189	92	-	-
2015	노원구	하계2동	386	79	-	-	59	248	-	-	344	75	-	-	54	215	-	-
2015	노원구	중계본동	419	251	-	-	28	140	-	-	316	170	-	-	26	120	-	-
2015	노원구	중계1동	612	116	-	-	352	144	-	-	548	106	-	-	334	108	-	-
2015	노원구	중계4동	398	71	-	-	161	166	-	-	346	58	-	-	149	139	-	-
2015	노원구	상계1동	1,383	264	128	-	538	423	30	-	1,216	252	114	-	457	363	30	-
2015	노원구	상계2동	963	145	-	-	657	104	-	57	796	142	-	-	518	84	-	52
2015	노원구	상계5동	605	95	-	-	419	91	-	-	532	89	-	-	377	66	-	-
2015	노원구	상계8동	846	70	-	-	38	689	-	49	783	67	-	-	34	639	-	43
2015	노원구	상계9동	589	102	-	-	-	487	-	-	424	-	-	-	-	424	-	-
2015	노원구	상계10동	460	96	-	-	-	364	-	-	389	92	-	-	-	297	-	-
2015	노원구	상계3.4동	1,055	245	20	-	630	160	-	-	837	217	20	-	469	131	-	-
2015	노원구	상계6.7동	842	30	-	-	190	573	-	49	760	30	-	-	184	499	-	47
2015	노원구	중계2.3동	783	246	40	-	-	497	-	-	699	222	38	-	-	439	-	-
2015	노원구	공릉1동	1,012	200	-	-	488	324	-	-	941	177	-	-	457	307	-	-
2015	은평구	소계	15,219	1,790	131	272	10,957	1,954	39	76	13,004	1,662	118	247	9,250	1,628	33	66
2015	은평구	녹번동	1,146	229	-	80	719	76	-	42	1,028	196	-	65	657	69	-	41
2015	은평구	불광1동	1,200	92	-	-	808	266	-	34	985	81	-	-	654	225	-	25
2015	은평구	갈현1동	853	49	-	52	677	75	-	-	741	44	-	47	584	66	-	-
2015	은평구	갈현2동	846	-	-	-	714	93	39	-	747	-	-	-	632	82	33	-
2015	은평구	구산동	977	55	-	20	788	114	-	-	798	55	-	18	630	95	-	-
2015	은평구	대조동	1,039	49	131	40	746	73	-	-	900	44	118	40	635	63	-	-
2015	은평구	응암1동	1,152	118	-	-	995	39	-	-	981	106	-	-	842	33	-	-
2015	은평구	응암2동	689	137	-	-	378	174	-	-	610	134	-	-	322	154	-	-
2015	은평구	신사1동	940	49	-	20	794	77	-	-	800	49	-	20	675	56	-	-
2015	은평구	신사2동	650	46	-	-	527	77	-	-	555	46	-	-	458	51	-	-
2015	은평구	증산동	598	79	-	-	238	281	-	-	457	78	-	-	159	220	-	-
2015	은평구	수색동	273	122	-	20	39	92	-	-	231	104	-	18	19	90	-	-
2015	은평구	진관동	1,746	233	-	-	1,220	293	-	-	1,417	213	-	-	971	233	-	-
2015	은평구	불광2동	728	163	-	-	507	58	-	-	540	154	-	-	342	44	-	-
2015	은평구	응암3동	750	84	-	-	666	-	-	-	698	84	-	-	614	-	-	-
2015	은평구	역촌동	1,632	285	-	40	1,141	166	-	-	1,516	274	-	39	1,056	147	-	-
2015	서대문구	소계	7,745	2,397	-	156	3,452	1,226	20	494	6,467	2,068	-	124	2,834	1,035	17	389
2015	서대문구	천연동	517	86	-	-	380	51	-	-	439	83	-	-	317	39	-	-
2015	서대문구	홍제1동	547	239	-	-	204	104	-	-	489	204	-	-	184	101	-	-
2015	서대문구	홍제3동	637	206	-	-	334	97	-	-	542	192	-	-	273	77	-	-
2015	서대문구	홍제2동	468	109	-	74	208	77	-	-	402	97	-	58	180	67	-	-
2015	서대문구	홍은1동	463	140	-	-	193	130	-	-	375	135	-	-	118	122	-	-
2015	서대문구	홍은2동	504	85	-	-	349	70	-	-	425	85	-	-	271	69	-	-
2015	서대문구	남가좌1동	381	252	-	-	32	97	-	-	208	128	-	-	31	49	-	-
2015	서대문구	남가좌2동	693	120	-	-	356	217	-	-	627	116	-	-	326	185	-	-
2015	서대문구	북가좌1동	461	330	-	-	-	131	-	-	433	309	-	-	-	124	-	-
2015	서대문구	북가좌2동	793	129	-	-	523	141	-	-	677	127	-	-	425	125	-	-
2015	서대문구	충현동	614	102	-	30	353	39	-	90	478	73	-	22	287	13	-	83
2015	서대문구	북아현동	433	201	-	-	194	38	-	-	327	173	-	-	124	30	-	-
2015	서대문구	신촌동	495	88	-	52	-	-	-	355	359	58	-	44	-	-	-	257
2015	서대문구	연희동	739	310	-	-	326	34	20	49	686	288	-	-	298	34	17	49
2015	마포구	소계	10,202	3,481	-	584	3,577	1,871	153	536	8,637	3,035	-	419	3,048	1,634	141	360
2015	마포구	용강동	436	170	-	49	120	97	-	-	392	155	-	42	100	95	-	-
2015	마포구	대흥동	229	217	-	-	-	12	-	-	175	164	-	-	-	11	-	-
2015	마포구	염리동	442	138	-	139	100	20	-	45	291	91	-	68	88	16	-	28
2015	마포구	신수동	525	254	-	40	135	96	-	-	448	222	-	38	118	70	-	-
2015	마포구	서교동	464	249	-	60	63	52	-	40	357	221	-	32	45	47	-	12
2015	마포구	합정동	391	144	-	-	99	110	38	-	303	101	-	-	95	75	32	-
2015	마포구	망원1동	581	87	-	-	307	187	-	-	530	84	-	-	288	158	-	-
2015	마포구	망원2동	674	106	-	-	423	145	-	-	608	104	-	-	363	141	-	-
2015	마포구	연남동	494	75	-	-	320	99	-	-	413	66	-	-	266	81	-	-
2015	마포구	성산1동	373	49	-	-	209	39	76	-	333	47	-	-	180	36	70	-
2015	마포구	성산2동	1,436	321	-	40	631	297	39	108	1,187	300	-	39	436	265	39	108
2015	마포구	상암동	1,379	343	-	148	408	207	-	273	1,132	313	-	112	363	176	-	168
2015	마포구	도화동	422	252	-	-	-	170	-	-	405	238	-	-	-	167	-	-
2015	마포구	서강동	814	335	-	69	318	62	-	30	735	294	-	63	303	51	-	24
2015	마포구	공덕동	725	348	-	-	228	149	-	-	623	299	-	-	194	130	-	-
2015	마포구	아현동	817	393	-	39	216	129	-	40	705	336	-	25	209	115	-	20
2015	양천구	소계	13,491	3,653	-	97	5,997	3,521	16	207	11,790	3,223	-	70	5,140	3,171	16	170
2015	양천구	목1동	399	134	-	38	49	133	-	45	356	119	-	17	49	132	-	39
2015	양천구	목2동	801	198	-	-	429	174	-	-	693	161	-	-	365	167	-	-
2015	양천구	목3동	599	161	-	39	321	78	-	-	494	126	-	33	260	75	-	-
2015	양천구	목4동	726	160	-	-	428	138	-	-	614	129	-	-	359	126	-	-
2015	양천구	신월1동	1,064	273	-	-	639	152	-	-	908	254	-	-	518	136	-	-
2015	양천구	신월2동	863	180	-	-	332	351	-	-	767	168	-	-	278	321	-	-
2015	양천구	신월3동	515	79	-	-	319	117	-	-	441	73	-	-	265	103	-	-
2015	양천구	신월4동	916	200	-	-	460	256	-	-	813	191	-	-	384	238	-	-
2015	양천구	신월5동	520	189	-	-	187	128	16	-	466	160	-	-	166	124	16	-
2015	양천구	신월6동	491	79	-	-	342	70	-	-	371	47	-	-	268	56	-	-
2015	양천구	신월7동	946	104	-	-	711	131	-	-	822	102	-	-	615	105	-	-
2015	양천구	신정1동	365	141	-	-	119	105	-	-	347	141	-	-	113	93	-	-
2015	양천구	신정2동	431	164	-	-	121	146	-	-	415	162	-	-	115	138	-	-
2015	양천구	신정3동	1,697	519	-	-	483	695	-	-	1,499	481	-	-	447	571	-	-
2015	양천구	신정6동	492	-	-	-	206	173	-	113	420	-	-	-	182	148	-	90
2015	양천구	신정7동	811	469	-	-	74	268	-	-	740	428	-	-	67	245	-	-
2015	양천구	목5동	697	232	-	-	167	249	-	49	655	206	-	-	165	243	-	41
2015	양천구	신정4동	1,158	371	-	20	610	157	-	-	969	275	-	20	524	150	-	-
2015	강서구	소계	17,476	3,624	292	170	8,987	4,040	34	329	15,561	3,286	284	165	7,850	3,734	28	214
2015	강서구	염창동	1,335	194	-	-	685	386	-	70	1,147	174	-	-	571	369	-	33
2015	강서구	등촌1동	462	84	-	-	124	155	-	99	429	71	-	-	118	153	-	87
2015	강서구	등촌2동	420	72	-	-	250	98	-	-	368	62	-	-	228	78	-	-
2015	강서구	등촌3동	1,084	451	-	-	497	136	-	-	893	362	-	-	404	127	-	-
2015	강서구	화곡본동	1,524	153	-	59	1,122	190	-	-	1,277	147	-	56	929	145	-	-
2015	강서구	화곡2동	787	141	-	60	485	101	-	-	711	134	-	58	441	78	-	-
2015	강서구	화곡3동	743	111	-	-	406	127	-	99	592	97	-	-	325	125	-	45
2015	강서구	화곡4동	855	79	-	-	724	52	-	-	740	73	-	-	625	42	-	-
2015	강서구	화곡6동	793	120	-	-	523	89	-	61	699	99	-	-	462	89	-	49
2015	강서구	화곡8동	854	114	-	-	396	310	34	-	800	104	-	-	379	289	28	-
2015	강서구	가양1동	469	121	-	-	135	213	-	-	411	119	-	-	92	200	-	-
2015	강서구	가양2동	404	246	20	-	96	42	-	-	333	191	18	-	82	42	-	-
2015	강서구	가양3동	400	79	-	-	144	177	-	-	351	70	-	-	129	152	-	-
2015	강서구	발산1동	1,424	293	99	-	574	458	-	-	1,374	288	99	-	546	441	-	-
2015	강서구	공항동	525	171	173	-	40	141	-	-	478	150	167	-	28	133	-	-
2015	강서구	방화1동	1,468	533	-	-	494	441	-	-	1,375	512	-	-	448	415	-	-
2015	강서구	방화2동	682	116	-	51	389	126	-	-	628	115	-	51	351	111	-	-
2015	강서구	방화3동	781	152	-	-	485	144	-	-	730	142	-	-	456	132	-	-
2015	강서구	화곡1동	1,280	163	-	-	946	171	-	-	1,129	152	-	-	815	162	-	-
2015	강서구	우장산동	1,186	231	-	-	472	483	-	-	1,096	224	-	-	421	451	-	-
2015	구로구	소계	14,165	3,381	311	567	6,026	3,351	117	412	12,801	3,082	280	488	5,373	3,141	112	325
2015	구로구	신도림동	975	143	-	-	455	377	-	-	944	141	-	-	439	364	-	-
2015	구로구	구로1동	701	164	-	63	27	375	-	72	666	158	-	63	26	352	-	67
2015	구로구	구로3동	919	299	-	153	93	276	-	98	777	278	-	138	83	226	-	52
2015	구로구	구로4동	752	227	-	-	232	293	-	-	708	216	-	-	215	277	-	-
2015	구로구	구로5동	1,198	219	-	138	668	173	-	-	1,098	218	-	128	584	168	-	-
2015	구로구	고척1동	815	84	146	-	443	142	-	-	750	83	137	-	393	137	-	-
2015	구로구	고척2동	1,046	79	86	60	680	141	-	-	900	78	68	40	589	125	-	-
2015	구로구	개봉2동	1,053	159	-	-	493	401	-	-	961	137	-	-	437	387	-	-
2015	구로구	개봉3동	846	164	-	74	484	124	-	-	786	155	-	55	461	115	-	-
2015	구로구	오류1동	722	229	-	-	287	74	19	113	643	210	-	-	252	72	19	90
2015	구로구	오류2동	1,904	893	-	-	380	538	39	54	1,675	755	-	-	322	506	38	54
2015	구로구	수궁동	813	199	-	-	473	82	59	-	747	196	-	-	415	81	55	-
2015	구로구	가리봉동	296	126	-	58	92	20	-	-	232	97	-	46	79	10	-	-
2015	구로구	구로2동	1,082	237	-	-	656	114	-	75	962	215	-	-	579	106	-	62
2015	구로구	개봉1동	1,043	159	79	21	563	221	-	-	952	145	75	18	499	215	-	-
2015	금천구	소계	8,675	2,022	223	955	3,729	1,399	14	333	7,153	1,688	220	744	3,026	1,223	6	246
2015	금천구	가산동	912	174	-	263	199	57	-	219	756	149	-	239	175	20	-	173
2015	금천구	독산1동	682	249	-	59	74	251	-	49	630	233	-	50	66	241	-	40
2015	금천구	독산2동	1,184	248	-	60	730	146	-	-	882	161	-	33	564	124	-	-
2015	금천구	독산3동	789	173	-	49	497	70	-	-	698	150	-	46	465	37	-	-
2015	금천구	독산4동	753	215	-	-	495	43	-	-	602	173	-	-	402	27	-	-
