기간	자치구	동	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원
2017	중랑구	면목5동	315	91	-	-	224	-	-	-	277	83	-	-	194	-	-	-
2017	중랑구	면목7동	638	142	-	-	448	48	-	-	552	129	-	-	376	47	-	-
2017	중랑구	상봉1동	605	233	-	-	188	184	-	-	582	229	-	-	181	172	-	-
2017	중랑구	상봉2동	439	101	-	151	167	20	-	-	396	98	-	134	154	10	-	-
2017	중랑구	중화1동	645	159	-	-	317	169	-	-	569	140	-	-	262	167	-	-
2017	중랑구	중화2동	574	301	-	-	183	90	-	-	543	291	-	-	172	80	-	-
2017	중랑구	묵1동	1,180	251	-	39	676	214	-	-	1,023	210	-	33	581	199	-	-
2017	중랑구	묵2동	497	111	-	-	288	98	-	-	458	107	-	-	256	95	-	-
2017	중랑구	망우3동	604	94	-	-	476	34	-	-	524	90	-	-	424	10	-	-
2017	중랑구	신내1동	1,572	442	114	20	476	447	-	73	1,431	416	79	20	446	410	-	60
2017	중랑구	신내2동	708	57	-	66	164	336	-	85	612	55	-	66	141	271	-	79
2017	중랑구	면목본동	834	221	-	-	559	54	-	-	783	207	-	-	527	49	-	-
2017	중랑구	면목3.8동	891	274	-	-	566	51	-	-	716	239	-	-	427	50	-	-
2017	중랑구	망우본동	972	309	-	-	628	35	-	-	844	275	-	-	536	33	-	-
2017	성북구	소계	11,648	3,623	181	1,031	4,380	2,091	37	305	10,053	3,224	122	912	3,685	1,885	23	202
2017	성북구	돈암1동	358	-	-	67	219	72	-	-	292	-	-	48	183	61	-	-
2017	성북구	돈암2동	530	299	-	-	39	192	-	-	505	281	-	-	38	186	-	-
2017	성북구	안암동	373	204	-	-	-	24	-	145	293	165	-	-	-	18	-	110
2017	성북구	보문동	377	111	-	79	187	-	-	-	340	103	-	78	159	-	-	-
2017	성북구	정릉1동	517	164	-	-	294	59	-	-	494	148	-	-	292	54	-	-
2017	성북구	정릉2동	341	79	-	-	127	98	37	-	294	65	-	-	112	94	23	-
2017	성북구	정릉3동	561	253	-	267	-	-	-	41	460	216	-	225	-	-	-	19
2017	성북구	정릉4동	965	283	-	185	368	129	-	-	874	266	-	171	322	115	-	-
2017	성북구	길음1동	1,086	296	-	-	325	465	-	-	1,007	277	-	-	313	417	-	-
2017	성북구	길음2동	281	87	-	-	115	79	-	-	202	63	-	-	64	75	-	-
2017	성북구	월곡1동	950	254	79	139	285	193	-	-	813	243	77	105	210	178	-	-
2017	성북구	월곡2동	631	232	-	44	168	117	-	70	561	219	-	44	141	110	-	47
2017	성북구	장위1동	400	81	-	20	259	40	-	-	339	71	-	19	212	37	-	-
2017	성북구	장위2동	579	42	-	74	430	33	-	-	504	35	-	72	365	32	-	-
2017	성북구	장위3동	532	140	72	20	221	79	-	-	352	120	24	19	115	74	-	-
2017	성북구	성북동	231	161	30	-	27	13	-	-	210	150	21	-	27	12	-	-
2017	성북구	삼선동	506	203	-	-	194	60	-	49	393	176	-	-	140	51	-	26
2017	성북구	동선동	405	157	-	90	158	-	-	-	351	152	-	85	114	-	-	-
2017	성북구	종암동	1,270	402	-	46	572	250	-	-	1,117	333	-	46	528	210	-	-
2017	성북구	석관동	755	175	-	-	392	188	-	-	652	141	-	-	350	161	-	-
2017	강북구	소계	8,817	2,310	74	157	5,254	894	27	101	7,635	2,136	59	132	4,479	737	27	65
2017	강북구	번1동	624	72	-	-	433	70	-	49	428	69	-	-	288	56	-	15
2017	강북구	번2동	551	176	-	-	303	72	-	-	488	154	-	-	284	50	-	-
2017	강북구	번3동	457	61	74	-	227	95	-	-	403	61	59	-	204	79	-	-
2017	강북구	수유1동	870	109	-	-	749	12	-	-	790	101	-	-	678	11	-	-
2017	강북구	수유2동	719	82	-	-	543	94	-	-	643	79	-	-	502	62	-	-
2017	강북구	수유3동	517	49	-	49	367	-	-	52	459	41	-	43	325	-	-	50
2017	강북구	삼양동	858	377	-	70	295	116	-	-	774	342	-	58	264	110	-	-
2017	강북구	미아동	426	202	-	-	184	40	-	-	353	173	-	-	155	25	-	-
2017	강북구	송중동	736	246	-	-	475	15	-	-	626	238	-	-	373	15	-	-
2017	강북구	송천동	718	129	-	38	505	46	-	-	537	112	-	31	362	32	-	-
2017	강북구	삼각산동	1,202	337	-	-	546	319	-	-	1,084	312	-	-	490	282	-	-
2017	강북구	우이동	703	175	-	-	501	-	27	-	634	170	-	-	437	-	27	-
2017	강북구	인수동	436	295	-	-	126	15	-	-	416	284	-	-	117	15	-	-
2017	도봉구	소계	10,297	2,271	33	74	5,432	2,254	39	194	8,795	2,139	22	65	4,439	1,966	32	132
2017	도봉구	쌍문1동	632	79	-	-	498	55	-	-	529	79	-	-	396	54	-	-
2017	도봉구	쌍문2동	644	216	-	-	336	92	-	-	588	176	-	-	324	88	-	-
2017	도봉구	쌍문3동	611	99	-	-	443	69	-	-	535	97	-	-	381	57	-	-
2017	도봉구	쌍문4동	327	36	-	-	81	210	-	-	296	36	-	-	78	182	-	-
2017	도봉구	방학1동	879	228	-	47	438	72	-	94	707	206	-	41	304	68	-	88
2017	도봉구	방학2동	940	135	-	-	765	40	-	-	827	121	-	-	667	39	-	-
2017	도봉구	방학3동	790	202	-	-	198	371	19	-	654	189	-	-	143	305	17	-
2017	도봉구	창1동	690	134	-	-	247	309	-	-	593	134	-	-	194	265	-	-
2017	도봉구	창2동	1,064	213	-	-	647	204	-	-	892	201	-	-	519	172	-	-
2017	도봉구	창3동	623	79	33	27	446	38	-	-	533	78	22	24	373	36	-	-
2017	도봉구	창4동	665	263	-	-	131	271	-	-	608	263	-	-	97	248	-	-
2017	도봉구	창5동	710	152	-	-	359	199	-	-	679	146	-	-	343	190	-	-
2017	도봉구	도봉1동	697	149	-	-	509	19	20	-	537	134	-	-	371	17	15	-
2017	도봉구	도봉2동	1,025	286	-	-	334	305	-	100	817	279	-	-	249	245	-	44
2017	노원구	소계	14,186	3,806	188	20	4,599	5,183	30	360	12,483	3,525	165	20	3,869	4,637	30	237
2017	노원구	월계1동	759	204	-	20	359	176	-	-	656	200	-	20	284	152	-	-
2017	노원구	월계2동	546	256	-	-	46	244	-	-	477	218	-	-	39	220	-	-
2017	노원구	월계3동	882	148	-	-	78	656	-	-	800	148	-	-	68	584	-	-
2017	노원구	공릉2동	1,555	390	-	-	539	421	-	205	1,321	369	-	-	473	374	-	105
2017	노원구	하계1동	624	427	-	-	111	86	-	-	556	382	-	-	93	81	-	-
2017	노원구	하계2동	335	119	-	-	59	157	-	-	329	116	-	-	58	155	-	-
2017	노원구	중계본동	367	251	-	-	28	88	-	-	335	227	-	-	25	83	-	-
2017	노원구	중계1동	620	166	-	-	349	105	-	-	533	154	-	-	322	57	-	-
2017	노원구	중계4동	369	71	-	-	161	137	-	-	329	59	-	-	140	130	-	-
2017	노원구	상계1동	1,320	266	128	-	524	372	30	-	1,146	255	107	-	421	333	30	-
2017	노원구	상계2동	897	145	-	-	657	38	-	57	763	139	-	-	535	38	-	51
2017	노원구	상계5동	596	95	-	-	415	86	-	-	481	90	-	-	333	58	-	-
2017	노원구	상계8동	882	232	-	-	38	563	-	49	800	209	-	-	33	526	-	32
2017	노원구	상계9동	558	119	-	-	-	439	-	-	498	105	-	-	-	393	-	-
2017	노원구	상계10동	411	96	-	-	-	315	-	-	386	94	-	-	-	292	-	-
2017	노원구	상계3.4동	962	265	20	-	563	114	-	-	753	235	20	-	396	102	-	-
2017	노원구	상계6.7동	842	130	-	-	190	473	-	49	763	129	-	-	180	405	-	49
2017	노원구	중계2.3동	746	266	40	-	-	440	-	-	675	241	38	-	-	396	-	-
2017	노원구	공릉1동	915	160	-	-	482	273	-	-	882	155	-	-	469	258	-	-
2017	은평구	소계	14,306	2,238	99	232	10,044	1,578	39	76	12,236	2,059	95	197	8,479	1,312	34	60
2017	은평구	녹번동	1,186	302	-	80	686	76	-	42	1,076	281	-	65	625	65	-	40
2017	은평구	불광1동	1,106	214	-	-	633	225	-	34	900	172	-	-	502	206	-	20
2017	은평구	갈현1동	739	69	-	52	582	36	-	-	660	67	-	41	521	31	-	-
2017	은평구	갈현2동	975	65	-	-	798	73	39	-	831	54	-	-	680	63	34	-
2017	은평구	구산동	937	75	-	20	745	97	-	-	722	74	-	17	542	89	-	-
2017	은평구	대조동	901	69	99	40	640	53	-	-	817	63	95	38	580	41	-	-
2017	은평구	응암1동	1,019	118	-	-	881	20	-	-	896	110	-	-	777	9	-	-
2017	은평구	응암2동	901	226	-	-	501	174	-	-	765	213	-	-	398	154	-	-
2017	은평구	신사1동	920	49	-	-	794	77	-	-	784	46	-	-	679	59	-	-
2017	은평구	신사2동	552	46	-	-	448	58	-	-	514	46	-	-	415	53	-	-
2017	은평구	증산동	485	99	-	-	163	223	-	-	355	95	-	-	107	153	-	-
2017	은평구	수색동	92	-	-	-	-	92	-	-	80	-	-	-	-	80	-	-
2017	은평구	진관동	1,677	313	-	-	1,190	174	-	-	1,369	286	-	-	945	138	-	-
2017	은평구	불광2동	585	163	-	-	365	57	-	-	500	154	-	-	291	55	-	-
2017	은평구	응암3동	691	84	-	-	607	-	-	-	620	83	-	-	537	-	-	-
2017	은평구	역촌동	1,540	346	-	40	1,011	143	-	-	1,347	315	-	36	880	116	-	-
2017	서대문구	소계	7,372	2,812	-	156	2,930	930	20	524	6,541	2,567	-	126	2,526	889	16	417
2017	서대문구	천연동	514	116	-	-	366	32	-	-	479	113	-	-	334	32	-	-
2017	서대문구	홍제1동	544	253	-	-	186	105	-	-	503	231	-	-	183	89	-	-
2017	서대문구	홍제3동	491	238	-	-	175	78	-	-	451	225	-	-	156	70	-	-
2017	서대문구	홍제2동	421	195	-	74	75	77	-	-	380	183	-	54	68	75	-	-
2017	서대문구	홍은1동	429	140	-	-	193	96	-	-	351	132	-	-	123	96	-	-
2017	서대문구	홍은2동	454	85	-	-	319	50	-	-	386	83	-	-	256	47	-	-
2017	서대문구	남가좌1동	381	252	-	-	32	97	-	-	367	240	-	-	32	95	-	-
2017	서대문구	남가좌2동	552	159	-	-	247	146	-	-	538	149	-	-	245	144	-	-
2017	서대문구	북가좌1동	441	330	-	-	-	111	-	-	434	323	-	-	-	111	-	-
2017	서대문구	북가좌2동	651	167	-	-	399	85	-	-	590	163	-	-	347	80	-	-
2017	서대문구	충현동	594	102	-	30	353	19	-	90	480	89	-	20	273	19	-	79
2017	서대문구	북아현동	636	377	-	-	259	-	-	-	525	322	-	-	203	-	-	-
2017	서대문구	신촌동	495	88	-	52	-	-	-	355	376	51	-	52	-	-	-	273
2017	서대문구	연희동	769	310	-	-	326	34	20	79	681	263	-	-	306	31	16	65
2017	마포구	소계	9,456	4,116	-	266	2,708	1,418	153	795	8,236	3,671	-	188	2,471	1,314	142	450
2017	마포구	용강동	438	246	-	49	44	99	-	-	413	236	-	38	44	95	-	-
2017	마포구	대흥동	208	208	-	-	-	-	-	-	172	172	-	-	-	-	-	-
2017	마포구	염리동	310	138	-	60	92	20	-	-	234	105	-	33	78	18	-	-
2017	마포구	신수동	456	275	-	-	103	78	-	-	444	274	-	-	98	72	-	-
2017	마포구	서교동	352	315	-	-	-	37	-	-	313	279	-	-	-	34	-	-
2017	마포구	합정동	371	243	-	-	-	90	38	-	330	216	-	-	-	80	34	-
2017	마포구	망원1동	546	191	-	-	223	132	-	-	515	174	-	-	211	130	-	-
2017	마포구	망원2동	561	126	-	-	321	114	-	-	544	121	-	-	312	111	-	-
2017	마포구	연남동	467	75	-	-	313	79	-	-	405	68	-	-	265	72	-	-
2017	마포구	성산1동	257	49	-	-	93	39	76	-	237	48	-	-	79	39	71	-
2017	마포구	성산2동	1,224	380	-	40	421	236	39	108	1,128	338	-	34	380	232	37	107
2017	마포구	상암동	1,485	457	-	29	341	116	-	542	1,076	411	-	21	274	90	-	280
2017	마포구	도화동	498	252	-	-	-	171	-	75	430	243	-	-	-	159	-	28
2017	마포구	서강동	753	368	-	49	286	20	-	30	672	323	-	40	284	17	-	8
2017	마포구	공덕동	734	400	-	-	224	110	-	-	634	330	-	-	212	92	-	-
2017	마포구	아현동	796	393	-	39	247	77	-	40	689	333	-	22	234	73	-	27
2017	양천구	소계	12,968	4,240	-	97	5,437	2,886	16	292	11,397	3,765	-	70	4,662	2,652	16	232
2017	양천구	목1동	399	154	-	38	49	113	-	45	348	140	-	14	49	111	-	34
2017	양천구	목2동	797	198	-	-	425	174	-	-	719	162	-	-	387	170	-	-
2017	양천구	목3동	512	207	-	39	188	78	-	-	484	183	-	37	187	77	-	-
2017	양천구	목4동	679	216	-	-	391	72	-	-	587	183	-	-	333	71	-	-
2017	양천구	신월1동	982	272	-	-	568	142	-	-	876	253	-	-	492	131	-	-
2017	양천구	신월2동	879	229	-	-	330	320	-	-	774	206	-	-	279	289	-	-
2017	양천구	신월3동	551	98	-	-	319	85	-	49	442	92	-	-	229	74	-	47
2017	양천구	신월4동	920	200	-	-	460	260	-	-	760	192	-	-	345	223	-	-
2017	양천구	신월5동	520	224	-	-	187	93	16	-	494	203	-	-	183	92	16	-
2017	양천구	신월6동	344	58	-	-	235	51	-	-	286	48	-	-	195	43	-	-
2017	양천구	신월7동	918	183	-	-	621	114	-	-	770	136	-	-	528	106	-	-
2017	양천구	신정1동	298	175	-	-	31	92	-	-	288	168	-	-	31	89	-	-
2017	양천구	신정2동	431	164	-	-	121	146	-	-	401	164	-	-	118	119	-	-
2017	양천구	신정3동	1,610	654	-	-	483	473	-	-	1,406	605	-	-	397	404	-	-
2017	양천구	신정6동	485	69	-	-	206	97	-	113	380	19	-	-	187	93	-	81
2017	양천구	신정7동	816	485	-	-	74	221	-	36	727	429	-	-	54	221	-	23
2017	양천구	목5동	697	268	-	-	167	213	-	49	658	248	-	-	164	199	-	47
2017	양천구	신정4동	1,130	386	-	20	582	142	-	-	997	334	-	19	504	140	-	-
2017	강서구	소계	17,788	4,250	272	170	8,676	3,864	39	517	15,899	3,912	263	150	7,593	3,611	26	344
2017	강서구	염창동	1,310	232	-	-	660	348	-	70	1,196	214	-	-	588	340	-	54
2017	강서구	등촌1동	524	124	-	-	124	128	-	148	478	102	-	-	123	126	-	127
2017	강서구	등촌2동	411	92	-	-	241	78	-	-	361	72	-	-	212	77	-	-
2017	강서구	등촌3동	979	494	-	-	344	141	-	-	813	418	-	-	258	137	-	-
2017	강서구	화곡본동	1,519	171	-	59	1,093	157	39	-	1,321	166	-	57	943	129	26	-
2017	강서구	화곡2동	712	141	-	60	426	85	-	-	648	140	-	59	386	63	-	-
2017	강서구	화곡3동	743	111	-	-	406	127	-	99	517	99	-	-	265	123	-	30
2017	강서구	화곡4동	776	79	-	-	626	71	-	-	675	74	-	-	537	64	-	-
2017	강서구	화곡6동	817	120	-	-	547	89	-	61	701	109	-	-	482	60	-	50
2017	강서구	화곡8동	799	114	-	-	394	291	-	-	720	105	-	-	356	259	-	-
2017	강서구	가양1동	506	121	-	-	135	215	-	35	439	118	-	-	78	211	-	32
2017	강서구	가양2동	373	246	-	-	96	31	-	-	320	208	-	-	81	31	-	-
2017	강서구	가양3동	371	95	-	-	144	132	-	-	337	83	-	-	131	123	-	-
2017	강서구	발산1동	1,427	356	99	-	574	398	-	-	1,366	344	99	-	539	384	-	-
2017	강서구	공항동	1,046	440	173	-	40	308	-	85	919	392	164	-	39	288	-	36
2017	강서구	방화1동	1,646	592	-	-	573	481	-	-	1,572	579	-	-	517	476	-	-
2017	강서구	방화2동	667	116	-	51	389	111	-	-	616	113	-	34	365	104	-	-
2017	강서구	방화3동	730	152	-	-	446	132	-	-	677	145	-	-	404	128	-	-
2017	강서구	화곡1동	1,232	183	-	-	946	103	-	-	1,124	170	-	-	854	100	-	-
2017	강서구	우장산동	1,200	271	-	-	472	438	-	19	1,099	261	-	-	435	388	-	15
2017	구로구	소계	13,703	3,723	311	493	5,706	2,827	117	526	12,577	3,523	278	419	5,172	2,696	117	372
2017	구로구	신도림동	976	183	-	-	455	338	-	-	946	181	-	-	436	329	-	-
2017	구로구	구로1동	807	255	-	63	27	375	-	87	711	207	-	63	27	348	-	66
2017	구로구	구로3동	862	319	-	153	91	201	-	98	773	300	-	136	77	185	-	75
2017	구로구	구로4동	732	246	-	-	232	254	-	-	697	235	-	-	219	243	-	-
2017	구로구	구로5동	1,149	219	-	138	619	173	-	-	1,034	219	-	120	523	172	-	-
2017	구로구	고척1동	815	84	146	-	443	142	-	-	756	84	138	-	392	142	-	-
2017	구로구	고척2동	1,002	79	86	60	648	129	-	-	900	79	72	39	586	124	-	-
2017	구로구	개봉2동	1,050	213	-	-	493	344	-	-	968	201	-	-	429	338	-	-
2017	구로구	개봉3동	726	184	-	-	484	58	-	-	697	179	-	-	461	57	-	-
2017	구로구	오류1동	737	229	-	-	287	74	19	128	653	207	-	-	261	73	19	93
2017	구로구	오류2동	1,676	945	-	-	265	373	39	54	1,606	905	-	-	249	359	39	54
2017	구로구	수궁동	813	199	-	-	473	82	59	-	771	199	-	-	432	81	59	-
2017	구로구	가리봉동	262	112	-	58	92	-	-	-	233	98	-	43	92	-	-	-
2017	구로구	구로2동	1,106	237	-	-	608	102	-	159	947	216	-	-	559	88	-	84
2017	구로구	개봉1동	990	219	79	21	489	182	-	-	885	213	68	18	429	157	-	-
2017	금천구	소계	8,344	2,515	223	783	3,401	977	14	431	7,110	2,278	218	622	2,786	870	10	326
2017	금천구	가산동	942	194	-	263	199	18	-	268	775	166	-	231	174	-	-	204
2017	금천구	독산1동	951	437	-	59	128	229	-	98	838	407	-	50	108	193	-	80
2017	금천구	독산2동	970	273	-	-	591	106	-	-	807	236	-	-	471	100	-	-
2017	금천구	독산3동	769	173	-	49	497	50	-	-	681	162	-	39	439	41	-	-
2017	금천구	독산4동	661	286	-	-	348	27	-	-	566	241	-	-	309	16	-	-
2017	금천구	시흥1동	897	228	-	76	273	255	-	65	815	219	-	73	234	247	-	42
